Evaluation Protocol,Representation,Model,Cleaning Method,Pearson r
DataSAIL Split (80/20),ESM-2 (8M),KNN,Activity Cliffs,0.03158264691872963
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Ensemble Variance (15%),0.26634159097739385
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Ensemble Variance (15%),0.15110424273438205
DataSAIL Split (80/20),ESM-2 (8M),SVR,Ensemble Variance (15%),0.19234294705793617
DataSAIL Split (80/20),ESM-2 (8M),MLP,Ensemble Variance (15%),0.20678021672021416
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Ensemble Variance (15%),0.13769099304164922
DataSAIL Split (80/20),ESM-2 (8M),KNN,Ensemble Variance (15%),0.1488402713042577
DataSAIL Split (80/20),Ankh Base,Ridge,Raw Data,0.20866846270803166
DataSAIL Split (80/20),Ankh Base,XGBoost,Raw Data,0.09627587339773447
DataSAIL Split (80/20),Ankh Base,SVR,Raw Data,0.2040512274914047
DataSAIL Split (80/20),Ankh Base,MLP,Raw Data,0.22529212778188593
DataSAIL Split (80/20),Ankh Base,Random Forest,Raw Data,0.16446752329305234
DataSAIL Split (80/20),Ankh Base,KNN,Raw Data,0.18491706719365072
DataSAIL Split (80/20),Ankh Base,Ridge,Residual OOF (10%),0.19054002386703126
DataSAIL Split (80/20),Ankh Base,XGBoost,Residual OOF (10%),0.11013052939949762
DataSAIL Split (80/20),Ankh Base,SVR,Residual OOF (10%),0.17872067719551302
DataSAIL Split (80/20),Ankh Base,MLP,Residual OOF (10%),0.1914067780724259
DataSAIL Split (80/20),Ankh Base,Random Forest,Residual OOF (10%),0.16985728809488682
DataSAIL Split (80/20),Ankh Base,KNN,Residual OOF (10%),0.15975814946959174
DataSAIL Split (80/20),Ankh Base,Ridge,Residual OOF (15%),0.1764157868963158
DataSAIL Split (80/20),Ankh Base,XGBoost,Residual OOF (15%),0.15223598753544815
DataSAIL Split (80/20),Ankh Base,SVR,Residual OOF (15%),0.16708644393717328
DataSAIL Split (80/20),Ankh Base,MLP,Residual OOF (15%),0.18456300910278123
DataSAIL Split (80/20),Ankh Base,Random Forest,Residual OOF (15%),0.13780932108725155
DataSAIL Split (80/20),Ankh Base,KNN,Residual OOF (15%),0.15394275256086665
DataSAIL Split (80/20),Ankh Base,Ridge,Residual OOF (20%),0.18747600282465401
DataSAIL Split (80/20),Ankh Base,XGBoost,Residual OOF (20%),0.14484783006546884
DataSAIL Split (80/20),Ankh Base,SVR,Residual OOF (20%),0.1754201875611268
DataSAIL Split (80/20),Ankh Base,MLP,Residual OOF (20%),0.2022385204588759
DataSAIL Split (80/20),Ankh Base,Random Forest,Residual OOF (20%),0.1383539417685781
DataSAIL Split (80/20),Ankh Base,KNN,Residual OOF (20%),0.14871615388919737
DataSAIL Split (80/20),Ankh Base,Ridge,Huber Robust (15%),0.20035837650818264
DataSAIL Split (80/20),Ankh Base,XGBoost,Huber Robust (15%),0.1398699858178347
DataSAIL Split (80/20),Ankh Base,SVR,Huber Robust (15%),0.18229639684214893
DataSAIL Split (80/20),Ankh Base,MLP,Huber Robust (15%),0.23025959252209477
DataSAIL Split (80/20),Ankh Base,Random Forest,Huber Robust (15%),0.19687804215353782
DataSAIL Split (80/20),Ankh Base,KNN,Huber Robust (15%),0.18312314209225866
DataSAIL Split (80/20),Ankh Base,Ridge,Activity Cliffs,0.2090193169141184
DataSAIL Split (80/20),Ankh Base,XGBoost,Activity Cliffs,0.12374940819218193
DataSAIL Split (80/20),Ankh Base,SVR,Activity Cliffs,0.20538355567174685
DataSAIL Split (80/20),Ankh Base,MLP,Activity Cliffs,0.1945738602493115
DataSAIL Split (80/20),Ankh Base,Random Forest,Activity Cliffs,0.1691012084290309
DataSAIL Split (80/20),Ankh Base,KNN,Activity Cliffs,0.1943205273492222
DataSAIL Split (80/20),Ankh Base,Ridge,Ensemble Variance (15%),0.2083666007685359
DataSAIL Split (80/20),Ankh Base,XGBoost,Ensemble Variance (15%),0.18700883566766646
DataSAIL Split (80/20),Ankh Base,SVR,Ensemble Variance (15%),0.16909638600424637
DataSAIL Split (80/20),Ankh Base,MLP,Ensemble Variance (15%),0.21950203983301672
DataSAIL Split (80/20),Ankh Base,Random Forest,Ensemble Variance (15%),0.169539689080288
DataSAIL Split (80/20),Ankh Base,KNN,Ensemble Variance (15%),0.21290343530155847
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Raw Data,0.3402703196376135
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Raw Data,0.22776269037200783
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Raw Data,0.1855754658487925
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Raw Data,0.1400411213340017
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Raw Data,0.22807699327570707
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Raw Data,0.2366237096398856
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (10%),0.3336855285483365
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (10%),0.15178659869624095
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (10%),0.18958889342156945
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (10%),0.3153989080275959
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (10%),0.1993961794108455
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (10%),0.23159857392291017
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (15%),0.33342552415252136
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (15%),0.22991570449460047
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (15%),0.18695379213665528
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (15%),0.2860357845234814
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (15%),0.20683110024664292
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (15%),0.2130693538844072
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (20%),0.3060525883784459
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (20%),0.19153619473173375
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (20%),0.18146262258081503
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (20%),0.2974235598149924
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (20%),0.1964577652541853
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (20%),0.18443226984333244
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Huber Robust (15%),0.2936736766448216
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Huber Robust (15%),0.1517942823613385
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Huber Robust (15%),0.15557047555556602
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Huber Robust (15%),0.13318426926758467
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Huber Robust (15%),0.125257233533891
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Huber Robust (15%),0.196087053948813
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Activity Cliffs,-0.11061270664230499
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Activity Cliffs,-0.02362896415632494
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Activity Cliffs,-0.041733682951972446
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Activity Cliffs,-0.1096352225027389
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Activity Cliffs,-0.013801238279840315
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Activity Cliffs,-0.06721630322652691
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Ridge,Ensemble Variance (15%),0.3546606226640542
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Ensemble Variance (15%),0.21463934941176013
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),SVR,Ensemble Variance (15%),0.1936855531702555
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),MLP,Ensemble Variance (15%),0.2688865353442135
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Ensemble Variance (15%),0.1723880802070659
DataSAIL Split (80/20),Fused (ProtT5 + ESM2),KNN,Ensemble Variance (15%),0.23669099992959905
